UBV CCD observations

  No    Ref    V       B-V     U-B
 1592   348  12.690   0.350  -0.080
 1594    55  13.560   0.620  -0.740
 1594   348  13.610   1.210         
 1596    55  12.100   0.600   0.040
 1598    55  13.170   0.510   0.140
 1598   348  13.790   0.580  -0.300
 1599    55  13.010   0.480  -0.550
 1599   348  13.000   0.880  -0.320
 1600    55  13.080   0.450  -0.410
 1600   348  13.550   0.650  -0.120
 1604    55  13.940   0.090   0.050
 1605    55  12.910   0.340   0.170
 1607    55  13.330   0.620  -0.330
 1610    55  13.030   0.280  -0.180
 1610   348  12.960   0.380  -0.380
 1611    55  12.740   0.280   0.350
 1612    55  13.830   0.970  -1.600
 1612   348  13.840   0.400  -0.040
 1613    55  14.300  -0.070   0.800
 1616    55  14.010   0.030  -0.020
 1617    55  13.590   0.270   0.350
 1625    55  13.820   0.180   0.580
 1627    55  13.950   0.140   4.040
 1628    55  13.760   0.460   0.260
 1631    55  14.030   0.580  -1.380
 1633    55  13.140   0.440   1.300
 1634    55  13.430   0.240   0.170
 1635    55  13.860   0.110   0.760
 1639    55  12.590   0.440   0.530
 1641    55  12.520   0.180  -0.030
 1644    55  13.960   0.190  -0.770
 1646    55  12.950   0.230   0.110
 1647    55  12.880   0.220   0.100
 1651    55  12.180   0.910   1.520
 1653    55  12.710   0.230   0.510
 1657    55  12.570   0.440  -0.450
 1658    55  11.720   0.440  -0.350
 1659    55  14.560  -0.150  -0.750
 1660    55  10.920   0.100  -0.080
 1666    55  12.660   0.490   0.080
 1667    55  12.940   0.340  -0.300
 1670    55  11.420   1.030   2.570
 1673    55  12.340   0.210   0.270
 2102   348  13.860   0.540   0.220
 2108   348  13.620   1.600         
 2111   348  14.730   0.770   0.040
 2117   348  15.360   0.570   0.040
 2117   390  15.329   0.681  -0.061
 2134   348  14.590   0.550   0.180
 2134   390  14.527   0.591   0.330
 2135   348  14.650   0.730         
 2143   348  15.170   0.860         
 2144   348  15.530   0.760         
 2145   348  14.810   0.650         
 2146   348  14.700   0.780         
 2147   348  14.150   0.580   0.240
 2148   348  15.080   0.570         
 2156   348  15.210   0.860         
 2157   348  14.570   0.400   0.080
 2157   390  14.573   0.394   0.332
 2159   348  14.630   1.000         
 2159   390  14.543   1.071   0.237
 2160   348  15.060   0.810         
 2160   390  15.003   0.788   0.173
 2167   348  15.120   0.970         
 2167   390  15.121   0.959   0.401
 2175   348  15.830   0.720         
 2175   390  15.878   0.702   0.305
 2176   348  15.900   0.720         
 2176   390  15.936   0.706         
 2180   348  14.250   0.750   0.200
 2180   390  14.277   0.674   0.535
 2186   348  14.770   0.470  -0.160
 2186   390  14.745   0.485   0.082
 2194   348  15.050   0.590   0.060
 2194   390  15.158   0.524   0.120
 2197   348  14.510   0.870         
 2197   390  14.537   0.811   0.440
 2213   348  14.210   0.300   0.040
 2213   390  14.230   0.290   0.208
 2214   348  14.360   0.600   0.080
 2214   390  14.303   0.591   0.182
 2218   348  15.230   0.620         
 2218   390  15.227   0.573   0.138
 2219   348  14.770   0.770   0.440
 2219   390  14.782   0.741   0.126
 2229   348  14.980   0.610  -0.040
 2229   390  15.002   0.571   0.072
 2230   348  14.430   0.870         
 2230   390  14.617   0.921   0.519
 2231   348  15.130   0.590  -0.100
 2231   390  15.140   0.522   0.030
 2234   348  14.260   0.690   0.220
 2234   390  14.293   0.634   0.237
 2235   348  14.730   0.620  -0.040
 2242   348  15.040   0.820         
 2249   348  14.370   0.790   0.460
 2250   348  15.130   0.900         
 2251   348  14.970   0.870         
 2252   348  15.110   0.680         
 2255   348  14.320   0.690   0.200
 2255   390  14.439   0.583   0.108
 2262   348  15.310   0.910         
 2262   390  15.347   0.831   0.495
 2265   348  15.250   0.740         
 2265   390  15.261   0.670   0.582
 2268   348  14.770   0.550  -0.200
 2290   348  14.000   0.690         
 2291   348  14.700   0.560   0.220
 2294   348  14.420   0.610         
 2294   390  14.440   0.598  -0.088
 2296   390  14.217   0.823   0.360
 2308   390  14.030   0.433   0.383
 2354   348  15.220   0.540         
 2354   390  15.243   0.549   0.427
 2355   348  15.160   0.980         
 2355   390  15.178   0.983   0.419
 2363   348  13.910   1.350         
 2363   390  13.925   1.364   0.858
 2367   348  15.080   0.590   0.240
 2368   348  15.370   0.640         
 2368   390  15.385   0.653   0.566
 2369   348  14.280   0.530         
 2370   348  15.410   0.670         
 3001   390   8.027   0.962         
 3006   390   9.205   0.893  -0.405
 3011   390   9.812   1.129         
 3017   390  10.351   0.876  -0.214
 3019   390  10.987   0.533         
 3023   390  10.993   0.727  -0.517
 3050   390  12.699   0.138  -0.943
 3051   348  12.650   0.220         
 3051   390  12.707   0.232  -0.407
 3060   390  12.896   0.264  -0.430
 3064   390  13.008  -0.117         
 3084   390  13.469   0.471  -0.268
 3091   390  13.456   0.476   0.044
 3097   390  13.538   0.552   0.320
 3098   390  13.643   0.384  -0.225
 3100   390  13.632   0.582   0.381
 3103   390  14.477   2.256         
 3107   390  14.014   2.251         
 3110   390  13.883   0.709   0.595
 3112   390  14.315   1.114  -0.966
 3115   390  15.825   2.356         
 3119   390  14.323   1.196         
